employee_id,year_month,full_name,department_hcm,site_hcm,hire_date,termination_date,status_hcm,annual_salary,job_title,manager_id,department_pay,gross_salary,site_pay,status_pay,cost_center,site,department,consolidated_status,ghost_employee_alert,expected_monthly_salary,salary_variance,salary_variance_pct
EMP0002,2024-03,Employee 2,R&D,US - Newport Beach,2022-01-06,,Active,120642.47,R&D Manager,EMP0010,R&D,10107.28,US - Newport Beach,Active,CC-189,US - Newport Beach,R&D,Active,False,10053.539166666667,53.740833333333285,0.5345464163656458
EMP0002,2024-04,Employee 2,R&D,US - Newport Beach,2022-01-06,,Active,120612.8,R&D Manager,EMP0010,R&D,9879.62,US - Newport Beach,Active,CC-189,US - Newport Beach,R&D,Active,False,10051.066666666668,-171.44666666666672,-1.7057559396680952
EMP0002,2024-05,Employee 2,R&D,US - Newport Beach,2022-01-06,,Active,120230.67,R&D Manager,EMP0010,R&D,10180.84,US - Newport Beach,Active,CC-189,US - Newport Beach,R&D,Active,False,10019.2225,161.6175000000003,1.613074267988362
EMP0002,2024-06,Employee 2,R&D,US - Newport Beach,2022-01-06,,Active,121033.27,R&D Manager,EMP0010,R&D,9891.91,US - Newport Beach,Active,CC-189,US - Newport Beach,R&D,Active,False,10086.105833333333,-194.1958333333332,-1.925379691055194
EMP0002,2024-07,Employee 2,R&D,US - Newport Beach,2022-01-06,,Active,,R&D Manager,EMP0010,R&D,9994.45,US - Newport Beach,Active,CC-189,US - Newport Beach,R&D,Active,False,,,
EMP0002,2024-08,Employee 2,R&D,US - Newport Beach,2022-01-06,,Active,119074.05,R&D Manager,EMP0010,R&D,9946.81,US - Newport Beach,Active,CC-189,US - Newport Beach,R&D,Active,False,9922.8375,23.972499999999854,0.24158916237416822
EMP0002,2024-09,Employee 2,R&D,US - Newport Beach,2022-01-06,,Active,119231.25,R&D Manager,EMP0010,R&D,10114.31,US - Newport Beach,Active,CC-189,US - Newport Beach,R&D,Active,False,9935.9375,178.3724999999995,1.7952256644126383
EMP0002,2024-10,Employee 2,R&D,US - Newport Beach,2022-01-06,,Active,118867.29,R&D Manager,EMP0010,R&D,10142.35,US - Newport Beach,Active,CC-189,US - Newport Beach,R&D,Active,False,9905.6075,236.7425000000003,2.389984662727655
EMP0002,2024-11,Employee 2,R&D,US - Newport Beach,2022-01-06,,Active,119322.63,R&D Manager,EMP0010,R&D,10060.8,US - Newport Beach,Active,CC-189,US - Newport Beach,R&D,Active,False,9943.5525,117.24749999999949,1.179130899142932
EMP0002,2024-12,Employee 2,R&D,US - Newport Beach,2022-01-06,,Active,118933.65,R&D Manager,EMP0010,R&D,9936.52,US - Newport Beach,Active,CC-189,US - Newport Beach,R&D,Active,False,9911.137499999999,25.382500000001528,0.2561007755164484
EMP0003,2023-01,Employee 3,Engineering,US - San Antonio,2018-07-29,2023-06-24,Active,99191.24,Software Engineer,EMP0054,Engineering,8065.84,US - San Antonio,Terminated,CC-148,US - San Antonio,Engineering,Active,False,8265.936666666666,-200.09666666666635,-2.4207379603279446
EMP0003,2023-02,Employee 3,Engineering,US - San Antonio,2018-07-29,2023-06-24,Active,98000.04,Software Engineer,EMP0054,Engineering,8242.58,US - San Antonio,Terminated,CC-148,US - San Antonio,Engineering,Active,False,8166.669999999999,75.91000000000076,0.9295098246898769
EMP0003,2023-03,Employee 3,Engineering,US - San Antonio,2018-07-29,2023-06-24,Active,,Software Engineer,EMP0054,Engineering,8268.14,US - San Antonio,Terminated,CC-148,US - San Antonio,Engineering,Active,False,,,
EMP0003,2023-04,Employee 3,Engineering,US - San Antonio,2018-07-29,2023-06-24,Active,98755.68,Software Engineer,EMP0054,Engineering,8088.28,US - Newport Beach,Terminated,CC-148,US - San Antonio,Engineering,Active,False,8229.64,-141.35999999999967,-1.7176936050665603
EMP0003,2023-05,Employee 3,Engineering,US - San Antonio,2018-07-29,2023-06-24,Active,98599.6,Software Engineer,EMP0054,Engineering,8232.18,US - San Antonio,Terminated,CC-148,US - San Antonio,Engineering,Active,False,8216.633333333333,15.546666666667079,0.18920969253425465
EMP0003,2023-06,Employee 3,Engineering,US - San Antonio,2018-07-29,2023-06-24,Terminated,98657.92,Software Engineer,EMP0054,Engineering,8324.77,US - San Antonio,Terminated,CC-148,US - San Antonio,Engineering,Terminated,True,8221.493333333334,103.27666666666664,1.2561789261318297
EMP0004,2023-01,Employee 4,R&D,US - San Antonio,2021-03-28,,Active,158058.45,Principal Scientist,EMP0054,R&D,13414.1,US - San Antonio,Active,CC-148,US - San Antonio,R&D,Active,False,13171.5375,242.5625,1.8415655727359086
EMP0004,2023-02,Employee 4,R&D,US - San Antonio,2021-03-28,,Active,159364.08,Principal Scientist,EMP0054,R&D,13153.32,US - San Antonio,Active,CC-148,US - San Antonio,R&D,Active,False,13280.339999999998,-127.01999999999862,-0.9564514161534918
EMP0004,2023-03,Employee 4,R&D,US - San Antonio,2021-03-28,,Active,161108.27,Principal Scientist,EMP0054,R&D,13417.6,US - San Antonio,Active,CC-148,US - San Antonio,R&D,Active,False,13425.689166666665,-8.089166666664823,-0.06025140732997623
EMP0004,2023-04,Employee 4,R&D,US - San Antonio,2021-03-28,,Active,160461.32,Principal Scientist,EMP0054,R&D,13344.0,US - San Antonio,Active,CC-148,US - San Antonio,R&D,Active,False,13371.776666666667,-27.776666666666642,-0.20772607379772254
EMP0004,2023-05,Employee 4,R&D,US - San Antonio,2021-03-28,,Active,164657.32184082962,Principal Scientist,EMP0054,R&D,13371.93,US - San Antonio,Active,CC-148,US - San Antonio,R&D,Active,False,13721.443486735801,-349.51348673580105,-2.547206400504929
EMP0004,2023-06,Employee 4,R&D,US - San Antonio,2021-03-28,,Active,158821.26,Principal Scientist,EMP0054,R&D,13206.23,Israel,Active,CC-148,US - San Antonio,R&D,Active,False,13235.105000000001,-28.87500000000182,-0.21816978407048387
EMP0004,2023-07,Employee 4,R&D,US - San Antonio,2021-03-28,,Active,160291.49,Principal Scientist,EMP0054,R&D,13515.94,Israel,Active,CC-148,US - San Antonio,R&D,Active,False,13357.624166666666,158.315833333334,1.1852095204804747
EMP0004,2023-08,Employee 4,R&D,US - San Antonio,2021-03-28,,Active,159840.04,Principal Scientist,EMP0054,R&D,13093.91,US - San Antonio,Active,CC-148,US - San Antonio,R&D,Active,False,13320.003333333334,-226.09333333333416,-1.6973969726233864
EMP0004,2023-09,Employee 4,R&D,US - San Antonio,2021-03-28,,Active,158732.61,Principal Scientist,EMP0054,R&D,13273.3,US - San Antonio,Active,CC-148,US - San Antonio,R&D,Active,False,13227.717499999999,45.58250000000044,0.3445983783672462
EMP0004,2023-10,Employee 4,R&D,US - San Antonio,2021-03-28,,Active,160377.87,Principal Scientist,EMP0054,R&D,13441.37,US - San Antonio,Active,CC-148,US - San Antonio,R&D,Active,False,13364.8225,76.54750000000058,0.5727535850176879
EMP0004,2023-11,Employee 4,R&D,US - San Antonio,2021-03-28,,Active,157984.0,Principal Scientist,EMP0054,R&D,13199.31,US - San Antonio,Active,CC-148,US - San Antonio,R&D,Active,False,13165.333333333334,33.97666666666555,0.2580767672675629
EMP0004,2023-12,Employee 4,R&D,US - San Antonio,2021-03-28,,Active,159157.99,Principal Scientist,EMP0054,R&D,13263.51,US - San Antonio,Active,CC-148,US - San Antonio,R&D,Active,False,13263.165833333333,0.34416666666766105,0.002594905854247049
EMP0004,2024-01,Employee 4,R&D,US - San Antonio,2021-03-28,,Active,159983.21,Principal Scientist,EMP0054,R&D,13104.21,US - San Antonio,Active,CC-148,US - San Antonio,R&D,Active,False,13331.934166666666,-227.72416666666686,-1.7081104948450543
EMP0004,2024-02,Employee 4,R&D,US - San Antonio,2021-03-28,,Active,158410.29,Principal Scientist,EMP0054,R&D,13395.41,US - San Antonio,Active,CC-148,US - San Antonio,R&D,Active,False,13200.8575,194.55249999999978,1.4737868354385295
EMP0004,2024-03,Employee 4,R&D,US - San Antonio,2021-03-28,,Active,160474.29,Principal Scientist,EMP0054,R&D,13421.75,US - San Antonio,Active,CC-148,US - San Antonio,R&D,Active,False,13372.8575,48.89249999999993,0.3656099678023184
EMP0004,2024-04,Employee 4,R&D,US - San Antonio,2021-03-28,,Active,160859.04,Principal Scientist,EMP0054,R&D,13115.97,US - San Antonio,Active,CC-148,US - San Antonio,R&D,Active,False,13404.92,-288.9500000000007,-2.155551842159451
EMP0004,2024-05,Employee 4,R&D,US - San Antonio,2021-03-28,,Active,159843.94,Principal Scientist,EMP0054,R&D,13506.31,US - San Antonio,Active,CC-148,US - San Antonio,R&D,Active,False,13320.328333333333,185.98166666666657,1.3962243423178877
EMP0004,2024-06,Employee 4,R&D,US - San Antonio,2021-03-28,,Active,158225.19,Principal Scientist,EMP0054,R&D,13221.39,US - San Antonio,Active,CC-148,US - San Antonio,R&D,Active,False,13185.4325,35.95749999999862,0.2727062612470134
EMP0004,2024-07,Employee 4,R&D,US - San Antonio,2021-03-28,,Active,158556.21,Principal Scientist,EMP0054,R&D,13495.41,US - San Antonio,Active,CC-148,US - San Antonio,R&D,Active,False,13213.0175,282.3924999999999,2.1372294405876624
EMP0004,2024-08,Employee 4,R&D,US - San Antonio,2021-03-28,,Active,159156.67,Principal Scientist,EMP0054,R&D,13328.89,US - San Antonio,Active,CC-148,US - San Antonio,R&D,Active,False,13263.055833333334,65.83416666666562,0.49637253657040414
EMP0004,2024-09,Employee 4,R&D,US - San Antonio,2021-03-28,,Active,159833.81,Principal Scientist,EMP0054,R&D,13370.83,US - San Antonio,Active,CC-148,US - San Antonio,R&D,Active,False,13319.484166666667,51.34583333333285,0.38549415796319575
EMP0004,2024-10,Employee 4,R&D,US - San Antonio,2021-03-28,,Active,159266.57,Principal Scientist,EMP0054,R&D,13260.88,US - San Antonio,Active,CC-148,US - San Antonio,R&D,Active,False,13272.214166666667,-11.334166666667443,-0.085397707754998
EMP0004,2024-11,Employee 4,R&D,US - San Antonio,2021-03-28,,Active,158513.09,Principal Scientist,EMP0054,R&D,13461.13,US - San Antonio,Active,CC-148,US - San Antonio,R&D,Active,False,13209.424166666666,251.70583333333343,1.9055019367801116
EMP0004,2024-12,Employee 4,R&D,US - San Antonio,2021-03-28,,Active,158215.09,Principal Scientist,EMP0054,R&D,13142.61,US - San Antonio,Active,CC-148,US - San Antonio,R&D,Active,False,13184.590833333334,-41.98083333333307,-0.3184083136444171
EMP0005,2023-01,Employee 5,Operations,US - San Antonio,2019-12-29,,Active,80438.02,Supply Chain Specialist,EMP0060,Operations,6632.15,US - San Antonio,Active,CC-120,US - San Antonio,Operations,Active,False,6703.168333333334,-71.01833333333434,-1.0594741143553905
EMP0005,2023-02,Employee 5,Operations,US - San Antonio,2019-12-29,,Active,79919.02,Supply Chain Specialist,EMP0060,Operations,6587.22,US - San Antonio,Active,CC-120,US - San Antonio,Operations,Active,False,6659.918333333334,-72.69833333333372,-1.0915799518062215
EMP0005,2023-03,Employee 5,Operations,US - San Antonio,2019-12-29,,Active,80370.12,Supply Chain Specialist,EMP0060,Operations,6789.43,US - San Antonio,Active,CC-120,US - San Antonio,Operations,Active,False,6697.509999999999,91.92000000000098,1.3724503584167995
EMP0005,2023-04,Employee 5,Operations,US - San Antonio,2019-12-29,,Active,79918.41,Supply Chain Specialist,EMP0060,Operations,7008.53,US - San Antonio,Active,CC-120,US - San Antonio,Operations,Active,False,6659.8675,348.66249999999945,5.235276827954903
EMP0005,2023-05,Employee 5,Operations,US - San Antonio,2019-12-29,,Active,79633.13,Supply Chain Specialist,EMP0060,Operations,6954.07,US - San Antonio,Active,CC-120,US - San Antonio,Operations,Active,False,6636.094166666667,317.97583333333296,4.791611230150059
EMP0005,2023-06,Employee 5,Operations,US - San Antonio,2019-12-29,,Active,80164.34,Supply Chain Specialist,EMP0060,Operations,6930.17,US - San Antonio,Active,CC-120,US - San Antonio,Operations,Active,False,6680.361666666667,249.8083333333334,3.739443248706346
EMP0005,2023-07,Employee 5,Operations,US - San Antonio,2019-12-29,,Active,80455.42,Supply Chain Specialist,EMP0060,Operations,6980.46,US - San Antonio,Active,CC-120,US - San Antonio,Operations,Active,False,6704.618333333333,275.84166666666715,4.114203865942166
EMP0005,2023-08,Employee 5,Operations,US - San Antonio,2019-12-29,,Active,79365.7,Supply Chain Specialist,EMP0060,Operations,7323.07,US - San Antonio,Active,CC-120,US - San Antonio,Operations,Active,False,6613.808333333333,709.2616666666663,10.723952538691142
EMP0005,2023-09,Employee 5,Operations,US - San Antonio,2019-12-29,,Active,79568.61,Supply Chain Specialist,EMP0060,Operations,7135.55,US - San Antonio,Active,CC-255,US - San Antonio,Operations,Active,False,6630.7175,504.83250000000044,7.61354257665178
EMP0005,2023-10,Employee 5,Operations,US - San Antonio,2019-12-29,,Active,79765.05,Supply Chain Specialist,EMP0060,Operations,7225.88,US - San Antonio,Active,CC-255,US - San Antonio,Operations,Active,False,6647.087500000001,578.7924999999996,8.707460222240185
EMP0005,2023-11,Employee 5,Operations,US - San Antonio,2019-12-29,,Active,79705.16,Supply Chain Specialist,EMP0060,Operations,7412.85,US - San Antonio,Active,CC-255,US - San Antonio,Operations,Active,False,6642.096666666667,770.7533333333331,11.604066788147714
EMP0005,2023-12,Employee 5,Operations,US - San Antonio,2019-12-29,,Active,79545.16,Supply Chain Specialist,EMP0060,Operations,7352.61,US - San Antonio,Active,CC-255,US - San Antonio,Operations,Active,False,6628.763333333333,723.8466666666664,10.919784434401787
EMP0005,2024-01,Employee 5,Operations,US - San Antonio,2019-12-29,,Active,80034.88,Supply Chain Specialist,EMP0060,Operations,7582.9,US - Newport Beach,Active,CC-255,US - San Antonio,Operations,Active,False,6669.573333333334,913.3266666666659,13.6939294467612
EMP0005,2024-02,Employee 5,Operations,US - San Antonio,2019-12-29,,Active,79453.43,Supply Chain Specialist,EMP0060,Operations,7751.23,US - San Antonio,Active,CC-255,US - San Antonio,Operations,Active,False,6621.119166666666,1130.1108333333332,17.068275088942038
EMP0005,2024-03,Employee 5,Operations,US - San Antonio,2019-12-29,,Active,80111.92,Supply Chain Specialist,EMP0060,Operations,7879.23,US - San Antonio,Active,CC-255,US - San Antonio,Operations,Active,False,6675.993333333333,1203.2366666666667,18.02333535383998
EMP0005,2024-04,Employee 5,Operations,US - San Antonio,2019-12-29,,Active,,Supply Chain Specialist,EMP0060,Operations,7761.07,Japan,Active,CC-255,US - San Antonio,Operations,Active,False,,,
EMP0005,2024-05,Employee 5,Operations,US - San Antonio,2019-12-29,,Active,79624.62,Supply Chain Specialist,EMP0060,Operations,7782.42,US - San Antonio,Active,CC-255,US - San Antonio,Operations,Active,False,6635.384999999999,1147.0350000000008,17.28663822822641
EMP0005,2024-06,Employee 5,Operations,US - San Antonio,2019-12-29,,Active,80230.27,Supply Chain Specialist,EMP0060,Operations,8040.62,US - San Antonio,Active,CC-255,US - San Antonio,Operations,Active,False,6685.855833333334,1354.764166666666,20.263137591335525
EMP0005,2024-07,Employee 5,Operations,US - San Antonio,2019-12-29,,Active,,Supply Chain Specialist,EMP0060,Operations,7990.1,US - San Antonio,Active,CC-255,US - San Antonio,Operations,Active,False,,,
EMP0005,2024-08,Employee 5,Operations,US - San Antonio,2019-12-29,,Active,80009.49,Supply Chain Specialist,EMP0060,Operations,8037.64,US - San Antonio,Active,CC-255,US - San Antonio,Operations,Active,False,6667.4575,1370.1825,20.55029972069563
EMP0005,2024-09,Employee 5,Operations,US - San Antonio,2019-12-29,,Active,80040.91,Supply Chain Specialist,EMP0060,Operations,8053.69,US - San Antonio,Active,CC-255,US - San Antonio,Operations,Active,False,6670.075833333333,1383.6141666666663,20.74360473912652
EMP0005,2024-10,Employee 5,Operations,US - San Antonio,2019-12-29,,Active,79604.01,Supply Chain Specialist,EMP0060,Operations,8285.83,US - San Antonio,Active,CC-255,US - San Antonio,Operations,Active,False,6633.6675,1652.1625000000004,24.90571768934757
EMP0005,2024-11,Employee 5,Operations,US - San Antonio,2019-12-29,,Active,79430.92,Supply Chain Specialist,EMP0060,Operations,8324.63,US - San Antonio,Active,CC-255,US - San Antonio,Operations,Active,False,6619.243333333333,1705.3866666666663,25.764072731374632
EMP0005,2024-12,Employee 5,Operations,US - San Antonio,2019-12-29,,Active,80177.83,Supply Chain Specialist,EMP0060,Operations,8254.09,US - San Antonio,Active,CC-255,US - San Antonio,Operations,Active,False,6681.485833333333,1572.604166666667,23.536743261821883
EMP0006,2023-01,Employee 6,R&D,US - Newport Beach,2021-11-03,,Active,104148.39,Principal Scientist,EMP0032,R&D,8717.99,US - Newport Beach,Active,CC-172,US - Newport Beach,R&D,Active,False,8679.0325,38.95750000000044,0.44886915678677825
EMP0006,2023-02,Employee 6,R&D,US - Newport Beach,2021-11-03,,Active,104528.82,Principal Scientist,EMP0032,R&D,8637.52,US - Newport Beach,Active,CC-172,US - Newport Beach,R&D,Active,False,8710.735,-73.21500000000015,-0.8405146064023317
EMP0006,2023-03,Employee 6,R&D,US - Newport Beach,2021-11-03,,Active,104895.35,Principal Scientist,EMP0032,R&D,8831.48,US - San Antonio,Active,CC-172,US - Newport Beach,R&D,Active,False,8741.279166666667,90.20083333333241,1.0318951221383872
EMP0006,2023-04,Employee 6,R&D,US - Newport Beach,2021-11-03,,Active,,Principal Scientist,EMP0032,R&D,8656.97,US - Newport Beach,Active,CC-172,US - Newport Beach,R&D,Active,False,,,
EMP0006,2023-05,Employee 6,R&D,US - Newport Beach,2021-11-03,,Active,104012.02,Principal Scientist,EMP0032,R&D,8708.4,US - Newport Beach,Active,CC-172,US - Newport Beach,R&D,Active,False,8667.668333333333,40.73166666666657,0.4699264565768445
EMP0006,2023-06,Employee 6,R&D,US - Newport Beach,2021-11-03,,Active,104950.73,Principal Scientist,EMP0032,R&D,8822.68,US - Newport Beach,Active,CC-172,US - Newport Beach,R&D,Active,False,8745.894166666667,76.78583333333336,0.877964355274137
EMP0006,2023-07,Employee 6,R&D,US - Newport Beach,2021-11-03,,Active,107978.7869050276,Principal Scientist,EMP0032,R&D,8606.95,Israel,Active,CC-172,US - Newport Beach,R&D,Active,False,8998.232242085634,-391.2822420856337,-4.34843457646678
EMP0006,2023-08,Employee 6,R&D,US - Newport Beach,2021-11-03,,Active,105508.99,Principal Scientist,EMP0032,R&D,8902.15,US - Newport Beach,Active,CC-172,US - Newport Beach,R&D,Active,False,8792.415833333334,109.73416666666526,1.2480547866110585
EMP0006,2023-09,Employee 6,R&D,US - Newport Beach,2021-11-03,,Active,105692.21,Principal Scientist,EMP0032,R&D,8814.59,Israel,Active,CC-172,US - Newport Beach,R&D,Active,False,8807.684166666668,6.905833333332339,0.07840691381132825
